Level,Damage,Level,Health,Level,HPregen,Level,DefAbs,Level,Damage / Meter,Level,Lifesteal,,,,
169,2675.397,169,90446.8724876642,169,944.350702877045,169,3877.45034256415,169,52.80000305,,,,,,
170,2704.3,170,91909.6575251576,170,957.778687213898,170,3936.69612436597,170,53,,,,,,
171,2733.357,171,93387.3614684865,171,971.317202800751,171,3996.50577976235,171,53.20000076,,,,,,
172,2762.568,172,94880.0406457745,172,984.966530887604,172,4056.88125650319,172,53.40000153,,,,,,
173,2791.933,173,96387.7433382701,173,998.726812576294,173,4117.82515158834,173,53.59999847,,,,,,
174,2821.452,174,97910.5500147212,174,1012.59846878815,174,4179.33908814272,174,53.80000305,,,,,,
175,2851.125,175,99448.5330970008,175,1026.581640625,175,4241.42533854121,175,54,,,,,,
176,2880.952,176,101001.740866357,176,1040.67660933685,176,4304.08617515868,176,54.20000076,,,,,,
177,2910.933,177,102570.229650915,177,1054.88365617371,177,4367.32289649506,177,54.40000153,,,,,,
178,2941.068,178,104154.071872545,178,1069.20299207306,178,4431.13874880018,178,54.59999847,,,,,,
179,2971.357,179,105753.331906248,179,1083.63489828491,179,4495.53470594899,179,54.80000305,,,,,,
180,3001.8,180,107368.082173895,180,1098.17951543426,180,4560.51368956632,180,55,,,,,,
181,3032.397,181,108998.362909861,181,1112.83726539612,181,4626.07732277709,181,55.20000076,,,,,,
182,3063.148,182,110644.238489144,182,1127.60828879547,182,4692.2275533312,182,55.40000153,,,,,,
183,3094.053,183,112305.797427366,183,1142.49279656982,183,4758.96665360352,183,55.59999847,,,,,,
184,3125.112,184,113983.071912026,184,1157.49114028168,184,4826.29657134394,184,55.80000305,,,,,,
185,3156.325,185,115676.142411873,185,1172.60346055603,185,4894.21957892735,185,56,,,,,,
186,3187.692,186,117385.057208154,186,1187.82996880722,186,4962.73729947866,186,56.20000076,,,,,,
187,3219.213,187,119109.896769619,187,1203.17115626907,187,5031.85232999772,187,56.40000153,,,,,,
188,3250.888,188,120850.709377514,188,1218.62695310593,188,5101.56629360945,188,56.59999847,,,,,,
189,3282.717,189,122607.559406839,189,1234.19778119278,189,5171.88113806375,189,56.80000305,,,,,,
190,3314.7,190,124380.511232592,190,1249.88378115463,190,5242.79913573548,190,57,,,,,,
191,3346.837,191,126169.621182896,191,1265.68537486649,191,5314.32223437455,191,57.20000076,,,,,,
192,3379.128,192,127974.95363275,192,1281.60256232834,192,5386.45238173085,192,57.40000153,,,,,,
193,3411.573,193,129796.572957151,193,1297.63576541519,193,5459.19152555428,193,57.59999847,,,,,,
194,3444.172,194,131634.535484223,194,1313.78512475204,194,5532.54193821971,194,57.80000305,,,,,,
195,3476.925,195,133488.905588964,195,1330.0507809639,195,5606.50524285206,195,58,,,,,,
196,3509.832,196,135359.747646373,196,1346.43315592575,196,5681.08371182619,196,58.20000076,,,,,,
197,3542.893,197,137247.109937698,197,1362.9325308876,197,5756.279617517,197,58.40000153,,,,,,
198,3576.108,198,139151.064884812,198,1379.54890584946,198,5832.09490767437,198,58.59999847,,,,,,
199,3609.477,199,141071.692956463,199,1396.28256253815,199,5908.53023154827,199,58.80000305,,,,,,
200,3643,200,143009.0102464,200,1413.133921875,200,5985.58948463849,200,59,,,,,,
201,3676.677,201,144963.097223371,201,1430.10298433685,201,6063.27396544496,,,,,,,,
202,3710.508,202,146934.034356125,202,1447.19017179871,202,6141.58497246761,,,,,,,,
203,3744.493,203,148921.83773841,203,1464.39562488556,203,6220.5251027063,,,,,,,,
204,3778.632,204,150926.620026473,204,1481.71948422241,204,6300.09630391092,,,,,,,,
205,3812.925,205,152948.413407814,205,1499.16217168427,205,6380.29987458141,,,,,,,,
206,3847.372,206,154987.28225743,206,1516.72368727112,206,6461.13906096758,,,,,,,,
207,3881.973,207,157043.274856571,207,1534.40459348297,207,6542.61516156937,,,,,,,,
208,3916.728,208,159116.471673984,208,1552.20474969482,208,6624.72947488672,,,,,,,,
209,3951.637,209,161206.920990918,209,1570.12443715668,209,6707.48524716943,,,,,,,,
210,3986.7,210,163314.687182371,210,1588.16421836853,210,6790.88312766748,,,,,,,,
211,4021.917,211,165439.818529591,211,1606.32395270538,211,6874.92636263069,,,,,,,,
212,4057.288,212,167582.395501327,212,1624.60406204224,212,6959.61560130904,,,,,,,,
213,4092.813,213,169742.482472576,213,1643.00468700409,213,7044.95344070237,,,,,,,,
214,4128.492,214,171920.079443339,214,1661.52596821594,214,7130.94182856058,,,,,,,,
215,4164.325,215,174115.347351111,215,1680.1683275528,215,7217.58336188353,,,,,,,,
216,4200.312,216,176328.237914644,216,1698.93190563965,216,7304.87804067123,,,,,,,,
217,4236.453,217,178558.895977683,217,1717.8168431015,217,7392.82976042346,,,,,,,,
218,4272.748,218,180807.321540229,218,1736.82328151703,218,7481.43981964015,,,,,,,,
219,4309.197,219,183073.627258528,219,1755.95178147888,219,7570.70951682123,,,,,,,,
220,4345.8,220,185357.82922633,220,1775.20234394073,220,7660.64144896656,,,,,,,,
221,4382.557,221,187659.991818633,221,1794.57510952759,221,7751.23691457608,,,,,,,,
222,4419.468,222,189980.179410435,222,1814.07050011444,222,7842.49851064963,,,,,,,,
223,4456.533,223,192318.472470485,223,1833.68837507629,223,7934.42818493713,,,,,,,,
224,4493.752,224,194674.90318628,224,1853.42943753815,224,8027.02658668852,,,,,,,,
225,4531.125,225,197049.53593282,225,1873.293546875,225,8120.2976114036,,,,,,,,
226,4568.652,226,199442.451178852,226,1893.28112496185,226,8214.24125908238,,,,,,,,
227,4606.333,227,201853.681111876,227,1913.39217179871,227,8308.86077597467,,,,,,,,
228,4644.168,228,204283.290106889,228,1933.62710926056,228,8404.1574605804,,,,,,,,
229,4682.157,229,206731.32644514,229,1953.98593734741,229,8500.13326064948,,,,,,,,
230,4720.3,230,209197.886689126,230,1974.46921855926,230,8596.79012393179,,,,,,,,
231,4758.597,231,211682.970838849,231,1995.07667164612,231,8694.12934892726,,,,,,,,
232,4797.048,232,214186.707644302,232,2015.80899973297,232,8792.15353263577,,,,,,,,
233,4835.653,233,216709.097105488,233,2036.66606219482,233,8890.86462280719,,,,,,,,
234,4874.412,234,219250.203597404,234,2057.64828090668,234,8990.26391794146,,,,,,,,
235,4913.325,235,221810.123682547,235,2078.75565586853,235,9090.35401503844,,,,,,,,
236,4952.392,236,224388.889548417,236,2099.98860895538,236,9191.13621259806,,,,,,,,
237,4991.613,237,226986.565570012,237,2121.34728079224,237,9292.61245837021,,,,,,,,
238,5030.988,238,229603.20002858,238,2142.83181200409,238,9394.78405085483,,,,,,,,
239,5070.517,239,232238.84120537,239,2164.44248384094,239,9497.65423630173,,,,,,,,
240,5110.2,240,234893.56956913,240,2186.1795775528,240,9601.22366396089,,,,,,,,
241,5150.037,241,237567.449494857,241,2208.04309313965,241,9705.49493083216,,,,,,,,
242,5190.028,242,240260.497076303,242,2230.0333118515,242,9810.46933541548,,,,,,,,
243,5230.173,243,242972.808875963,243,2252.15051493835,243,9916.14882546074,,,,,,,,
244,5270.472,244,245704.433175087,244,2274.39498460388,244,10022.5353487178,,,,,,,,
245,5310.925,245,248455.434348673,245,2296.76671894073,245,10129.6308529366,,,,,,,,
246,5351.532,246,251225.860677969,246,2319.26585952759,246,10237.4372858671,,,,,,,,
247,5392.293,247,254015.760444224,247,2341.89296886444,247,10345.9559460091,,,,,,,,
248,5433.208,248,256825.181928687,248,2364.64790632629,248,10455.1894303625,,,,,,,,
249,5474.277,249,259654.205600105,249,2387.53109378815,249,10565.1390374272,,,,,,,,
250,5515.5,250,262502.895833477,250,2410.5628125,250,10675.8060657032,,,,,,,,
251,5556.877,251,265371.300910052,251,2433.77791777801,251,10787.1937614404,,,,,,,,
252,5598.408,252,268259.469111077,252,2457.18845573425,252,10899.3027738885,,,,,,,,
253,5640.093,253,271167.448717803,253,2480.80198571777,253,11012.1350507977,,,,,,,,
254,5681.932,254,274095.320198976,254,2504.62436175537,254,11125.6931891676,,,,,,,,
255,5723.925,255,277043.147929594,255,2528.65989194489,255,11239.9778382484,,,,,,,,
256,5766.072,256,280010.931909658,256,2552.9130761261,256,11354.9915950397,,,,,,,,
257,5808.373,257,282998.768701665,257,2577.38738208771,257,11470.7364072917,,,,,,,,
258,5850.828,258,286006.722680613,258,2602.08648443603,258,11587.213573504,,,,,,,,
259,5893.437,259,289034.858221501,259,2627.01293349457,259,11704.4256906767,,,,,,,,
260,5936.2,260,292083.207511827,260,2652.16989506531,260,11822.3727588098,,,,,,,,
261,5979.117,261,295151.802739091,261,2677.55978339386,261,11941.0586734029,,,,,,,,
262,6022.188,262,298240.772653289,262,2703.18485403442,262,12060.4847329561,,,,,,,,
263,6065.413,263,301350.117254421,263,2729.04806713104,263,12180.6509374694,,,,,,,,
264,6108.792,264,304479.900917485,264,2755.15114033508,264,12301.5611824424,,,,,,,,
265,6152.325,265,307630.18801748,265,2781.4962494278,265,12423.2167663753,,,,,,,,
266,6196.012,266,310801.042929403,266,2808.08519494629,266,12545.6189877678,,,,,,,,
267,6239.853,267,313992.497840755,267,2834.92025936127,267,12668.7704436199,,,,,,,,
268,6283.848,268,317204.617126532,268,2862.00308573914,268,12792.6711339316,,,,,,,,
269,6327.997,269,320437.497349232,269,2889.33525218201,269,12917.3249542025,,,,,,,,
270,6372.3,270,323691.106321357,270,2916.91911908722,270,13042.7332029328,,,,,,,,
271,6416.757,271,326965.604980402,271,2944.75558120728,271,13168.8958801224,,,,,,,,
272,6461.368,272,330260.961138867,272,2972.84661339569,272,13295.816881271,,,,,,,,
273,6506.133,273,333577.303546749,273,3001.19357673645,273,13423.4975048786,,,,,,,,
274,6551.052,274,336914.632204048,274,3029.79834964752,274,13551.9390494451,,,,,,,,
275,6596.125,275,340273.011485763,275,3058.66221142578,275,13681.1428134705,,,,,,,,
276,6641.352,276,343652.473579392,276,3087.7863998642,276,13811.1113939546,,,,,,,,
277,6686.733,277,347053.179422431,277,3117.17240226746,277,13941.8460893973,,,,,,,,
278,6732.268,278,350475.064639881,278,3146.82167176056,278,14073.3494967985,,,,,,,,
279,6777.957,279,353918.225794241,279,3176.73562484741,279,14205.6229146582,,,,,,,,
280,6823.8,280,357382.759448007,280,3206.91537969208,280,14338.6676414762,,,,,,,,
281,6869.797,281,360868.665601179,281,3237.36229664612,281,14472.4849757526,,,,,,,,
282,6915.948,282,364376.040816255,282,3268.07743527985,282,14607.0775144871,,,,,,,,
